CustomerID,Gender,SeniorCitizen,TenureMonths,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,TotalCharges,SupportTickets,PaymentDelays,Churn
CUST-12456,Male,0,35,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,Yes,28.79,990.89,3,0,No
CUST-12457,Male,0,14,One year,No,Mailed check,DSL,No,No,64.04,892.03,1,1,No
CUST-12458,Male,0,67,Month-to-month,Yes,Electronic check,DSL,Yes,No,41.29,2854.05,1,0,No
CUST-12459,Female,0,13,Month-to-month,Yes,Bank transfer (automatic),DSL,No,Yes,90.73,1164.91,1,1,Yes
CUST-12460,Female,0,47,Two year,No,Bank transfer (automatic),DSL,No,No,115.76,5423.19,0,2,No
CUST-12461,Female,0,50,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,100.19,4916.0,1,1,Yes
CUST-12462,Male,0,26,One year,No,Electronic check,DSL,Yes,Yes,21.8,601.3,3,1,No
CUST-12463,Female,0,3,Month-to-month,Yes,Mailed check,No,Yes,No,50.07,114.72,2,0,Yes
CUST-12464,Male,0,51,Month-to-month,No,Credit card (automatic),No,Yes,Yes,21.12,1084.48,0,0,Yes
CUST-12465,Male,0,40,Month-to-month,Yes,Electronic check,DSL,Yes,Yes,22.29,875.85,1,1,Yes
CUST-12466,Female,1,68,Month-to-month,No,Credit card (automatic),DSL,Yes,Yes,26.24,1762.03,2,1,Yes
CUST-12467,Male,0,36,One year,No,Mailed check,No,No,Yes,46.02,1650.83,1,1,No
CUST-12468,Male,1,51,Month-to-month,No,Credit card (automatic),No,Yes,No,48.82,2487.78,1,0,No
CUST-12469,Female,0,1,Month-to-month,Yes,Credit card (automatic),No,No,Yes,58.5,117.3,1,1,Yes
CUST-12470,Female,0,33,Month-to-month,Yes,Bank transfer (automatic),No,No,No,58.95,,2,1,No
CUST-12471,Female,1,7,One year,Yes,Mailed check,No,No,No,95.78,703.0,5,1,Yes
CUST-12472,Male,0,52,Two year,No,Electronic check,Fiber optic,Yes,Yes,32.46,1751.5,3,0,No
CUST-12473,Female,0,11,Month-to-month,No,Credit card (automatic),DSL,No,No,34.1,417.81,3,2,Yes
CUST-12474,Female,0,27,One year,No,Mailed check,Fiber optic,Yes,No,81.22,2217.67,2,0,Yes
CUST-12475,Male,0,14,One year,No,Bank transfer (automatic),DSL,Yes,No,75.71,1132.7,0,2,Yes
CUST-12476,Female,0,46,One year,No,Bank transfer (automatic),,Yes,No,33.73,1486.16,3,0,No
CUST-12477,Female,0,10,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,103.9,1004.78,0,0,Yes
CUST-12478,Female,0,24,One year,No,Credit card (automatic),No,No,Yes,51.32,1190.63,3,0,No
CUST-12479,Male,0,61,One year,No,Electronic check,DSL,Yes,Yes,55.13,3347.86,3,0,No
CUST-12480,Male,1,18,One year,No,Mailed check,Fiber optic,No,No,60.51,1123.48,1,0,No
CUST-12481,Male,0,9,One year,Yes,Electronic check,Fiber optic,No,No,50.68,400.36,1,2,No
CUST-12482,Male,0,17,Two year,No,Electronic check,No,Yes,Yes,74.27,1287.73,3,0,No
CUST-12483,Female,0,58,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,57.31,,2,1,No
CUST-12484,Male,0,13,Two year,No,Mailed check,No,No,No,44.32,558.81,1,1,No
CUST-12485,Male,0,50,Month-to-month,Yes,Electronic check,No,No,Yes,109.15,5467.52,1,0,No
CUST-12486,Female,0,6,One year,No,Bank transfer (automatic),Fiber optic,Yes,No,49.24,379.5,1,1,Yes
CUST-12487,Female,0,51,Month-to-month,Yes,Credit card (automatic),No,No,No,88.45,4475.33,1,3,No
CUST-12488,Female,0,36,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,53.15,1909.4,1,0,Yes
CUST-12489,Male,0,71,One year,No,Credit card (automatic),DSL,Yes,Yes,61.99,4347.38,2,1,Yes
CUST-12490,Male,1,25,One year,No,Mailed check,DSL,Yes,Yes,41.96,1012.9,1,0,No
CUST-12491,Male,0,11,Month-to-month,Yes,Electronic check,No,Yes,Yes,93.86,978.09,0,2,Yes
CUST-12492,Female,0,44,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,92.34,4075.2,1,0,No
CUST-12493,Female,0,14,Month-to-month,Yes,Credit card (automatic),DSL,No,Yes,20.49,308.13,2,1,No
CUST-12494,Male,0,29,Two year,Yes,Mailed check,Fiber optic,No,Yes,24.3,739.05,1,0,No
CUST-12495,Female,1,50,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,110.95,5509.82,1,0,No
CUST-12496,Female,0,5,Month-to-month,Yes,Bank transfer (automatic),DSL,No,Yes,107.58,563.3,1,2,No
CUST-12497,Female,0,72,Two year,Yes,Electronic check,Fiber optic,Yes,No,69.11,4981.58,0,1,No
CUST-12498,Male,0,69,Two year,No,Credit card (automatic),DSL,No,Yes,67.83,4677.38,1,1,No
CUST-12499,Female,0,57,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,99.9,5632.23,3,1,Yes
CUST-12500,Female,0,26,One year,Yes,Electronic check,Fiber optic,Yes,No,32.16,843.82,1,0,No
CUST-12501,Male,0,6,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,83.95,512.95,2,0,Yes
CUST-12502,Male,1,16,One year,Yes,Electronic check,DSL,Yes,No,66.09,1062.53,3,1,No
CUST-12503,Female,0,60,Month-to-month,No,Mailed check,Fiber optic,No,No,92.95,5597.0,2,0,No
CUST-12504,Female,1,12,Month-to-month,No,Electronic check,DSL,Yes,Yes,21.28,290.09,0,2,No
CUST-12505,Male,0,3,Month-to-month,No,Mailed check,DSL,No,Yes,77.82,178.56,1,1,No
CUST-12506,Male,0,63,Month-to-month,Yes,Credit card (automatic),DSL,No,Yes,74.2,4663.77,0,1,No
CUST-12507,Female,1,64,Two year,Yes,Credit card (automatic),DSL,No,No,102.76,6602.43,0,0,No
CUST-12508,Female,0,62,Month-to-month,Yes,Credit card (automatic),DSL,Yes,No,86.27,5335.32,0,1,No
CUST-12509,Female,0,6,Month-to-month,No,Electronic check,,Yes,No,106.71,688.23,3,1,Yes
CUST-12510,Female,0,19,Two year,Yes,Credit card (automatic),Fiber optic,Yes,Yes,107.42,2045.49,2,0,No
CUST-12511,Male,0,18,Month-to-month,No,Credit card (automatic),DSL,No,No,59.27,969.11,1,2,No
CUST-12512,Female,0,43,Month-to-month,Yes,Mailed check,DSL,Yes,No,32.06,1420.55,4,0,Yes
CUST-12513,Female,0,3,Two year,Yes,Credit card (automatic),DSL,Yes,Yes,81.59,238.91,2,1,No
CUST-12514,Male,0,72,Two year,No,Credit card (automatic),No,No,Yes,106.06,7547.83,1,0,No
CUST-12515,Female,0,38,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,25.78,967.03,1,1,No
CUST-12516,Male,0,68,Month-to-month,No,Bank transfer (automatic),DSL,No,No,74.32,4990.34,0,0,No
CUST-12517,Female,0,44,Two year,Yes,Credit card (automatic),Fiber optic,No,No,29.81,1349.3,2,1,Yes
CUST-12518,Female,0,63,Month-to-month,No,Electronic check,Fiber optic,No,Yes,20.96,1318.69,2,1,No
CUST-12519,Male,1,42,Month-to-month,Yes,Mailed check,DSL,Yes,No,86.55,3588.91,2,1,Yes
CUST-12520,Male,0,64,Month-to-month,Yes,Credit card (automatic),,Yes,No,86.78,5594.46,4,1,Yes
CUST-12521,Female,0,54,Month-to-month,Yes,Electronic check,Fiber optic,No,No,78.62,4268.41,0,0,Yes
CUST-12522,Female,1,71,One year,Yes,Mailed check,DSL,No,No,104.6,7414.81,3,0,No
CUST-12523,Female,0,37,One year,Yes,Mailed check,Fiber optic,Yes,Yes,26.38,913.78,1,1,No
CUST-12524,Male,1,4,Two year,No,Electronic check,Fiber optic,Yes,No,28.83,73.2,1,1,No
CUST-12525,Female,0,2,One year,No,Electronic check,Fiber optic,No,No,105.14,167.41,2,1,Yes
CUST-12526,Male,0,44,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,Yes,68.83,3065.84,1,1,Yes
CUST-12527,Male,0,67,Month-to-month,No,,Fiber optic,No,No,45.69,2977.19,2,0,No
CUST-12528,Female,0,68,Two year,No,Credit card (automatic),Fiber optic,Yes,No,92.43,6282.88,2,0,No
CUST-12529,Male,0,62,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,108.14,6692.17,2,2,No
CUST-12530,Female,0,1,Month-to-month,No,Electronic check,Fiber optic,Yes,No,87.56,139.34,0,0,Yes
CUST-12531,Female,0,17,Two year,Yes,Bank transfer (automatic),DSL,No,Yes,97.84,1674.92,2,2,Yes
CUST-12532,Female,0,16,One year,No,Mailed check,Fiber optic,Yes,No,46.64,773.0,2,0,No
CUST-12533,Female,0,9,Month-to-month,No,Electronic check,Fiber optic,No,No,47.27,399.16,2,0,Yes
CUST-12534,Female,0,53,Two year,Yes,Credit card (automatic),Fiber optic,Yes,No,105.09,5508.22,3,1,Yes
CUST-12535,Male,0,59,Two year,Yes,Mailed check,No,Yes,Yes,80.04,4706.09,2,0,No
CUST-12536,Male,0,9,Month-to-month,Yes,Mailed check,No,Yes,No,41.78,414.88,0,0,No
CUST-12537,Female,1,12,Two year,Yes,Mailed check,DSL,Yes,No,70.93,889.9,3,1,Yes
CUST-12538,Female,0,41,Month-to-month,Yes,Electronic check,No,Yes,Yes,87.18,3552.85,1,1,No
CUST-12539,Male,1,15,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,40.21,560.11,0,0,No
CUST-12540,Male,0,66,Two year,Yes,Credit card (automatic),Fiber optic,No,No,84.07,5495.79,1,3,No
CUST-12541,Male,0,11,Two year,Yes,Bank transfer (automatic),No,No,No,22.49,240.56,3,0,Yes
CUST-12542,Male,0,8,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,48.77,396.99,2,1,Yes
CUST-12543,Female,0,55,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,85.98,4802.56,1,1,Yes
CUST-12544,Female,0,6,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes,33.26,205.73,1,2,No
CUST-12545,Male,0,53,One year,Yes,Mailed check,DSL,No,No,40.58,2181.43,1,1,No
CUST-12546,Female,0,20,Month-to-month,Yes,Electronic check,DSL,Yes,Yes,106.6,2092.98,1,0,Yes
CUST-12547,Male,0,39,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,86.02,3356.87,0,3,Yes
CUST-12548,Female,0,72,Month-to-month,Yes,Mailed check,No,No,Yes,68.39,4931.08,2,1,No
CUST-12549,Male,0,34,Month-to-month,Yes,Electronic check,No,No,Yes,39.44,1333.93,0,1,Yes
CUST-12550,Female,0,57,Month-to-month,No,Electronic check,DSL,No,No,52.56,2994.83,2,1,No
CUST-12551,Male,0,19,Two year,No,Electronic check,No,No,Yes,75.97,1449.74,0,1,No
CUST-12552,Male,0,71,Month-to-month,No,Mailed check,DSL,No,Yes,33.86,,0,1,No
CUST-12553,Female,0,31,Month-to-month,No,Bank transfer (automatic),No,No,No,66.67,2125.23,4,0,No
CUST-12554,Male,0,40,Two year,No,Electronic check,Fiber optic,No,No,59.35,2260.72,1,1,Yes
CUST-12555,Female,0,14,One year,No,Mailed check,DSL,Yes,No,66.16,981.93,1,1,No
CUST-12556,Female,0,37,Month-to-month,Yes,Electronic check,DSL,Yes,No,28.86,982.28,1,0,No
CUST-12557,Male,0,44,Month-to-month,Yes,,DSL,Yes,No,28.95,1289.24,2,0,Yes
CUST-12558,Female,0,9,One year,Yes,,DSL,Yes,No,115.14,1154.04,0,3,Yes
CUST-12559,Female,0,58,Month-to-month,Yes,Mailed check,Fiber optic,No,No,116.68,6765.31,0,0,Yes
CUST-12560,Female,1,20,One year,Yes,Bank transfer (automatic),DSL,Yes,No,61.08,1230.6,1,2,Yes
CUST-12561,Female,1,50,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes,97.54,4861.49,0,1,Yes
CUST-12562,Female,0,20,Month-to-month,No,Electronic check,Fiber optic,Yes,No,84.16,1716.56,2,0,Yes
CUST-12563,Male,0,36,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,30.0,1098.11,1,3,No
CUST-12564,Female,0,27,One year,No,Bank transfer (automatic),DSL,No,No,48.07,1264.09,3,1,Yes
CUST-12565,Female,0,72,Two year,Yes,Credit card (automatic),No,Yes,No,49.77,3577.72,3,1,No
CUST-12566,Female,0,32,Month-to-month,No,Mailed check,Fiber optic,No,Yes,78.13,2444.24,0,1,No
CUST-12567,Female,0,1,Month-to-month,Yes,Credit card (automatic),No,No,Yes,76.54,76.54,3,3,No
CUST-12568,Female,1,17,Month-to-month,Yes,Mailed check,No,Yes,Yes,111.06,1867.05,2,1,Yes
CUST-12569,Male,0,9,Month-to-month,Yes,Electronic check,DSL,No,No,97.65,885.68,1,3,Yes
CUST-12570,Female,0,45,Two year,No,Credit card (automatic),DSL,Yes,No,104.36,4660.7,0,1,No
CUST-12571,Male,0,66,Month-to-month,No,Mailed check,No,No,No,107.82,7105.4,2,1,No
CUST-12572,Male,0,32,Two year,Yes,Bank transfer (automatic),No,No,No,98.78,3161.4,1,0,No
CUST-12573,Male,0,45,One year,No,Mailed check,Fiber optic,No,Yes,51.7,2330.42,1,0,Yes
CUST-12574,Male,1,9,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,39.86,372.45,1,0,No
CUST-12575,Female,0,30,One year,Yes,Electronic check,Fiber optic,Yes,Yes,75.71,2262.59,2,0,Yes
CUST-12576,Male,0,38,Month-to-month,No,Bank transfer (automatic),DSL,Yes,No,87.55,3287.57,1,0,Yes
CUST-12577,Male,0,60,Month-to-month,Yes,Mailed check,DSL,Yes,No,57.1,3430.1,3,3,No
CUST-12578,Female,0,1,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,Yes,103.51,103.51,4,0,Yes
CUST-12579,Female,0,5,Month-to-month,Yes,Mailed check,DSL,Yes,No,114.79,625.18,4,1,Yes
CUST-12580,Female,0,63,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,75.47,4812.15,2,0,No
CUST-12581,Male,0,36,Month-to-month,Yes,Mailed check,No,No,No,64.14,2240.44,0,0,Yes
CUST-12582,Female,0,65,Two year,Yes,Mailed check,No,No,No,102.96,6723.26,2,1,No
CUST-12583,Female,0,24,Month-to-month,Yes,Electronic check,No,No,No,20.69,537.45,2,0,Yes
CUST-12584,Male,0,4,One year,Yes,Bank transfer (automatic),No,No,No,31.22,57.59,2,2,No
CUST-12585,Female,0,68,Two year,No,Mailed check,,No,No,103.24,7049.29,3,0,No
CUST-12586,Female,0,25,Two year,Yes,Credit card (automatic),No,No,Yes,91.82,2340.3,1,1,No
CUST-12587,Female,0,7,Month-to-month,Yes,Bank transfer (automatic),No,No,No,60.07,373.01,4,1,Yes
CUST-12588,Female,0,13,Month-to-month,No,Electronic check,No,No,No,107.58,1386.72,4,0,Yes
CUST-12589,Male,0,68,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,53.57,3652.08,1,0,No
CUST-12590,Female,0,43,Month-to-month,No,Mailed check,DSL,No,No,81.95,3552.37,3,0,Yes
CUST-12591,Female,0,57,Month-to-month,No,Credit card (automatic),DSL,Yes,Yes,82.0,4624.58,1,3,Yes
CUST-12592,Male,0,36,Two year,No,,DSL,No,No,36.78,1381.93,0,1,No
CUST-12593,Female,0,14,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes,46.88,554.85,3,2,Yes
CUST-12594,Male,0,72,Month-to-month,Yes,,Fiber optic,Yes,Yes,110.31,8008.51,1,0,Yes
CUST-12595,Female,0,27,Two year,Yes,Mailed check,No,No,Yes,36.68,1017.87,3,0,No
CUST-12596,Male,1,37,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,35.69,1289.44,1,2,No
CUST-12597,Male,0,71,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,Yes,66.45,4761.17,1,0,Yes
CUST-12598,Male,0,25,One year,No,Credit card (automatic),DSL,No,No,27.52,635.61,1,1,No
CUST-12599,Male,0,67,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,108.16,,0,0,Yes
CUST-12600,Female,0,4,One year,No,Electronic check,Fiber optic,Yes,Yes,28.31,125.17,1,0,No
CUST-12601,Male,0,16,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,80.21,1295.17,1,0,Yes
CUST-12602,Female,0,19,Two year,Yes,Electronic check,DSL,Yes,Yes,52.4,953.61,2,0,No
CUST-12603,Male,0,29,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,99.08,2848.52,1,1,Yes
CUST-12604,Male,0,51,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,Yes,77.53,3960.37,2,2,Yes
CUST-12605,Male,0,18,One year,No,Mailed check,No,No,No,57.27,994.52,4,0,No
CUST-12606,Female,0,58,Month-to-month,No,Mailed check,DSL,Yes,No,117.13,6807.11,1,1,No
CUST-12607,Male,0,44,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,24.91,1065.33,2,1,No
CUST-12608,Female,0,16,Month-to-month,No,Mailed check,,Yes,Yes,76.32,1271.12,1,0,Yes
CUST-12609,Female,1,65,Month-to-month,Yes,Electronic check,No,No,Yes,117.7,7728.63,1,0,No
CUST-12610,Female,1,2,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,87.69,160.51,0,1,Yes
CUST-12611,Female,1,56,One year,Yes,Electronic check,Fiber optic,No,Yes,92.6,5231.61,3,0,No
CUST-12612,Female,0,28,One year,Yes,Credit card (automatic),No,No,No,21.48,590.82,1,0,No
CUST-12613,Female,0,65,One year,Yes,Credit card (automatic),DSL,Yes,No,20.4,1279.18,3,2,Yes
CUST-12614,Female,0,5,Month-to-month,No,Bank transfer (automatic),DSL,No,No,21.88,88.11,1,0,Yes
CUST-12615,Female,0,22,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,117.92,2598.52,1,1,Yes
CUST-12616,Female,0,13,One year,Yes,,Fiber optic,No,No,116.69,1427.62,1,0,Yes
CUST-12617,Male,0,65,Two year,No,Mailed check,DSL,No,No,51.87,3402.83,2,0,No
CUST-12618,Male,0,16,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,47.49,764.14,2,1,Yes
CUST-12619,Male,0,64,Month-to-month,No,Electronic check,DSL,No,Yes,32.92,2156.91,1,0,No
CUST-12620,Male,0,32,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,51.33,1672.97,1,1,No
CUST-12621,Male,1,51,Month-to-month,No,Mailed check,Fiber optic,No,Yes,55.45,2833.95,2,0,No
CUST-12622,Female,0,58,One year,Yes,Electronic check,No,Yes,No,93.45,5402.31,1,3,No
CUST-12623,Female,0,46,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,105.31,4920.4,3,0,Yes
CUST-12624,Female,1,52,One year,Yes,Mailed check,Fiber optic,No,No,93.3,4960.09,0,1,No
CUST-12625,Female,0,63,Month-to-month,Yes,Electronic check,No,Yes,Yes,83.22,5225.9,0,1,Yes
CUST-12626,Female,0,60,Month-to-month,No,Electronic check,DSL,No,Yes,95.22,5765.31,0,2,No
CUST-12627,Female,0,65,Two year,Yes,Electronic check,Fiber optic,Yes,No,92.47,5975.21,0,2,Yes
CUST-12628,Female,0,55,Month-to-month,Yes,Credit card (automatic),No,No,Yes,66.06,3603.92,1,0,Yes
CUST-12629,Male,1,57,Month-to-month,No,Electronic check,DSL,Yes,No,52.0,2944.69,0,2,Yes
CUST-12630,Male,0,71,Two year,No,Bank transfer (automatic),Fiber optic,No,Yes,46.67,3347.8,1,1,No
CUST-12631,Male,0,26,Two year,Yes,Electronic check,No,Yes,Yes,86.53,2196.03,1,0,No
CUST-12632,Male,0,12,One year,Yes,Electronic check,No,Yes,No,114.66,1453.42,3,0,Yes
CUST-12633,Female,0,71,Month-to-month,Yes,Electronic check,DSL,No,No,76.65,5489.04,1,0,Yes
CUST-12634,Female,1,46,Month-to-month,Yes,Electronic check,DSL,No,No,109.96,5091.24,5,1,Yes
CUST-12635,Female,0,47,Two year,No,Electronic check,DSL,Yes,No,19.68,910.27,1,1,No
CUST-12636,Male,0,38,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,Yes,98.09,3768.89,1,0,No
CUST-12637,Female,0,21,Two year,Yes,Mailed check,Fiber optic,No,No,104.04,2038.97,1,0,Yes
CUST-12638,Female,0,14,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,81.66,1165.29,2,1,Yes
CUST-12639,Female,1,2,Month-to-month,No,Bank transfer (automatic),No,Yes,No,112.12,232.25,3,1,Yes
CUST-12640,Male,0,72,Two year,Yes,Mailed check,DSL,No,Yes,77.54,5488.57,1,0,No
CUST-12641,Female,0,70,Month-to-month,No,Bank transfer (automatic),No,No,No,42.42,2989.71,1,1,No
CUST-12642,Male,0,33,Month-to-month,No,Electronic check,DSL,No,No,39.93,1347.23,0,3,Yes
CUST-12643,Male,0,6,Month-to-month,No,Bank transfer (automatic),DSL,No,No,74.11,351.97,1,3,Yes
CUST-12644,Male,0,37,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,109.35,3986.61,0,0,Yes
CUST-12645,Male,1,14,Month-to-month,Yes,Credit card (automatic),DSL,Yes,Yes,25.52,460.5,1,0,No
CUST-12646,Female,0,37,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,78.99,2913.31,1,0,No
CUST-12647,Male,1,8,Month-to-month,No,Electronic check,No,Yes,Yes,95.62,813.74,0,0,No
CUST-12648,Male,0,13,One year,Yes,Mailed check,DSL,No,No,29.85,444.39,1,1,Yes
CUST-12649,Female,0,40,Month-to-month,Yes,Credit card (automatic),,Yes,Yes,29.99,1219.3,3,1,Yes
CUST-12650,Female,0,58,Two year,Yes,Credit card (automatic),DSL,Yes,No,55.05,3243.76,4,0,No
CUST-12651,Male,0,18,Month-to-month,No,Mailed check,DSL,No,No,45.78,718.4,2,1,No
CUST-12652,Female,1,57,One year,Yes,Credit card (automatic),Fiber optic,No,Yes,38.18,2164.73,0,1,No
CUST-12653,Male,0,38,Month-to-month,Yes,Mailed check,No,Yes,Yes,38.22,1298.33,1,2,Yes
CUST-12654,Male,0,32,One year,Yes,Credit card (automatic),Fiber optic,No,Yes,31.38,916.86,2,0,No
CUST-12655,Male,0,66,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,79.64,5228.94,1,1,No
CUST-12656,Male,0,25,Two year,No,Bank transfer (automatic),No,No,Yes,87.41,2151.98,1,0,No
CUST-12657,Female,0,58,One year,Yes,Mailed check,No,No,Yes,88.9,5158.27,1,1,No
CUST-12658,Male,0,33,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,71.75,2366.72,2,0,No
CUST-12659,Female,0,66,Two year,No,Electronic check,Fiber optic,No,Yes,114.02,7532.01,0,1,Yes
CUST-12660,Female,0,30,Two year,No,Credit card (automatic),Fiber optic,Yes,Yes,106.74,3210.94,0,2,No
CUST-12661,Female,0,34,Two year,No,Bank transfer (automatic),Fiber optic,Yes,No,114.49,3909.31,3,1,Yes
CUST-12662,Female,0,69,Month-to-month,No,Electronic check,Fiber optic,Yes,No,57.32,3907.13,1,1,No
CUST-12663,Male,0,48,Two year,No,Credit card (automatic),DSL,No,Yes,106.47,5074.32,1,3,No
CUST-12664,Female,0,40,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,94.92,3794.96,2,0,No
CUST-12665,Male,1,51,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,52.42,2672.35,0,0,Yes
CUST-12666,Female,0,13,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,28.96,322.38,0,0,Yes
CUST-12667,Female,0,31,Month-to-month,No,Bank transfer (automatic),No,Yes,No,86.85,2746.43,3,0,No
CUST-12668,Male,0,39,One year,Yes,Bank transfer (automatic),No,Yes,No,31.96,1282.68,1,1,No
CUST-12669,Male,0,63,Two year,Yes,Electronic check,Fiber optic,Yes,No,47.77,2966.52,0,1,No
CUST-12670,Male,0,48,One year,Yes,Credit card (automatic),Fiber optic,No,No,68.54,3279.5,3,0,No
CUST-12671,Female,0,48,One year,No,Mailed check,Fiber optic,Yes,No,86.58,4256.32,2,0,Yes
CUST-12672,Female,0,61,Month-to-month,Yes,Mailed check,Fiber optic,No,No,111.34,6799.77,2,1,Yes
CUST-12673,Male,0,12,One year,No,Credit card (automatic),No,No,No,77.87,954.22,1,1,No
CUST-12674,Male,0,56,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,85.73,4770.43,2,1,Yes
CUST-12675,Male,0,18,Two year,Yes,Mailed check,DSL,No,Yes,49.41,873.72,4,0,No
CUST-12676,Male,1,27,One year,Yes,Credit card (automatic),Fiber optic,No,Yes,87.32,2433.21,0,0,No
CUST-12677,Female,0,28,One year,Yes,Electronic check,Fiber optic,Yes,No,62.25,1748.66,2,0,No
CUST-12678,Male,0,52,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,104.37,5423.69,0,1,No
CUST-12679,Male,1,16,Two year,Yes,Electronic check,Fiber optic,Yes,Yes,57.69,923.42,2,2,No
CUST-12680,Male,0,58,Month-to-month,Yes,Electronic check,DSL,No,Yes,65.31,3915.25,3,2,Yes
CUST-12681,Male,0,9,Month-to-month,Yes,Credit card (automatic),DSL,Yes,Yes,61.73,557.56,0,1,Yes
CUST-12682,Female,0,26,One year,Yes,Bank transfer (automatic),DSL,No,No,99.77,2552.52,2,0,No
CUST-12683,Male,1,28,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,114.1,3162.03,1,0,No
CUST-12684,Female,0,36,Two year,No,Electronic check,DSL,Yes,Yes,51.14,1880.08,2,1,No
CUST-12685,Male,1,9,Month-to-month,No,Credit card (automatic),No,No,Yes,65.99,522.49,1,1,Yes
CUST-12686,Male,0,47,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,89.2,4214.93,2,1,Yes
CUST-12687,Female,0,51,Two year,No,Credit card (automatic),No,Yes,Yes,108.24,5484.05,0,1,No
CUST-12688,Male,1,57,Month-to-month,No,Credit card (automatic),DSL,No,No,67.87,3775.65,1,0,Yes
CUST-12689,Female,0,32,Month-to-month,No,Mailed check,DSL,Yes,Yes,29.19,885.08,2,2,No
CUST-12690,Female,0,67,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,55.3,,2,1,Yes
CUST-12691,Male,0,57,Month-to-month,No,Bank transfer (automatic),DSL,No,Yes,73.56,4262.68,1,2,No
CUST-12692,Female,0,54,One year,Yes,Mailed check,No,No,Yes,60.21,3297.01,2,0,No
CUST-12693,Female,1,16,Month-to-month,No,Mailed check,DSL,No,Yes,37.0,577.32,0,0,Yes
CUST-12694,Female,0,62,Two year,Yes,,Fiber optic,No,Yes,21.97,1410.75,2,2,Yes
CUST-12695,Female,0,56,One year,No,Electronic check,No,No,No,87.33,4872.64,1,1,No
CUST-12696,Female,0,23,Month-to-month,No,Electronic check,Fiber optic,No,Yes,118.02,2641.13,2,0,Yes
CUST-12697,Female,0,17,One year,Yes,Electronic check,DSL,Yes,Yes,110.63,1881.76,1,1,Yes
CUST-12698,Female,0,38,One year,Yes,Electronic check,DSL,No,No,86.92,3227.66,3,1,No
CUST-12699,Female,0,72,Month-to-month,No,Electronic check,Fiber optic,No,No,102.82,7442.61,1,0,No
CUST-12700,Male,0,30,Month-to-month,Yes,Bank transfer (automatic),DSL,No,Yes,43.95,1358.79,1,2,Yes
CUST-12701,Male,1,58,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,80.8,4642.4,0,1,No
